policy_number,proposal_number,agent_id,business_type,sub_business_type,policy_type,risk_start_date,policy_end_date,login,post_year,post_month,source_type,transaction_issue_date,main_product,sub_package_code,max_package_code,gwp,upsell_amnt,proposal_received_date,cover_type,rn_amount,policy_status_code,sum_insured,initial_nol,month,cancel_decline_reason,cancel_decline_date,date_of_issuance,eldest_member_age,mode_of_payment,type_of_cheque,bank_name,receipt_no,receipt_status,cheque_no,transaction_no,underwriting_decision_desc,partner_rm_code,partner_branch_code,auto_renewal_flag,loan_no,account_no,loan_type,smartselect_flag,transaction_date,new_login_date,transaction_issuance_date,master_policy_number,per_mile_rate,business_source_type,initial_premium,benefitgroup_1,add_on_prmm_amnt_1,benefitgroup_2,add_on_prmm_amnt_2,benefitgroup_3,add_on_prmm_amnt_3,benefitgroup_4,add_on_prmm_amnt_4,benefitgroup_5,add_on_prmm_amnt_5,benefitgroup_6,add_on_prmm_amnt_6,benefitgroup_7,add_on_prmm_amnt_7,benefitgroup_8,add_on_prmm_amnt_8,benefitgroup_9,add_on_prmm_amnt_9,benefitgroup_10,add_on_prmm_amnt_10,sp_code,sp_name,product,customer_zone,customer_id,customer_type,payment_frequency,sub_package,branch_code,arm,agent_joining_date,vertical,sub_vertical,parent_bp_name,parent_bp_code,intermediary_category,agent_name,sub_sourcing_location,rm_id,rm_sm_name,eximius_status,tenure,nol,customer_name,process_status_description,partner_branch_name,partner_zone_name,branch_name,zone,src_typ_flg,load_date,run_day,agent_category,customer_city,customer_pin_code,total_gwp,igst_amount,cgst_amount,sgst_amount,ugst_amount,propero_y_flag,payment_ref,customer_gender,customer_dob,emailid,customer_contact_no,customer_pan,customer_address,bank_unique_code,portability_type,group_partner_cif_id,group_partner_branch_code,group_partner_rm_cd,customer_occupation,agent_state,initial_nol_main_member_count,online_offline_type,care_shield_amount,retail_previous_insurer_name,group_previous_insurer_name,previous_policy_number,previous_policy_expiry_date,pcrdate,stp_nstp,future_gwp,ckyc_number,proposal_modification_date,latest_rm_id,latest_rm_nm,run_year,run_month,email
POL-2650315,PROP-52854477,AGT-9108,Renewal,Retail,Individual,2025-09-16,2026-09-16,1.0,2025,9,Banca,2025-09-16,Group Activ,PKG-1,MAX-4,26427.34,3815.36,2025-09-06,Base,26427.34,ACTIVE,1000000,2,9,,,2025-09-16,59,Online,Outstation,Tamilnad Mercantile Bank,RCPT-67037,Cleared,544107.0,TXN-2799033030,Approved,RM-70,BR-21,N,,YYGV1292087510293,,N,2025-09-16,2025-09-06,2025-09-16,,,Direct,26427.34,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-507,"Edwin, Chahal and Kunda",Senior Care,South,CUST-892810,Individual,Annual,Gold,BR-90,ARM-2,2023-11-28,Agency,Direct,Dash PLC,BP-792,Agent,Januja Garg,Mumbai,RM-37,Charita Batra,Standard,1,3,Sai Dey,Issued,Satara Branch,West Zone,Medininagar Office,East,Digital,2025-11-24 10:29:49.533145,24,Advisor,Navi Mumbai,303243,31184.26,4756.919999999998,0.0,0.0,0.0,Y,PAY-17590,Female,1982-10-31,jagratimall@example.org,9618446267,INEOU1462R,"89/26, Mutti Street, Nadiad-931418",VRNCGBVF,,,,,Medical laboratory scientific officer,Karnataka,1,Online,0.0,,,POL-OLD-777,2025-09-15,,NSTP,26427.34,CKYC-7636756590,2025-09-06,RM-27,Upkaar Mahal,2025,9,super.admin@sentra.com
POL-50621018,PROP-29826611,AGT-6757,Portability,Retail,Individual,2024-11-26,2025-11-26,1.0,2024,11,Banca,2024-11-26,Health Secure,PKG-3,MAX-2,40835.66,3297.45,2024-11-23,Base,0.0,ACTIVE,500000,3,11,,,2024-11-26,57,Online,Outstation,Jammu & Kashmir Bank,RCPT-998016,Cleared,110103.0,TXN-530443469,Approved,RM-24,BR-43,Y,,QXJS7185948491025,,Y,2024-11-26,2024-11-23,2024-11-26,,,Direct,40835.66,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-214,Golla-Pai,Senior Care,South,CUST-845241,Individual,Annual,Gold,BR-98,ARM-5,2023-11-11,Agency,Direct,"Rau, Sood and Datta",BP-836,Agent,Aditya Varghese,Cuttack,RM-4,Kritika Loke,Standard,1,4,Kamala Krish,Issued,Berhampore Branch,North Zone,Bahraich Office,East,Digital,2025-11-24 10:29:49.534097,24,Advisor,Bhind,468341,48186.08,7350.419999999998,0.0,0.0,0.0,Y,PAY-40063,Female,1970-07-04,gautam11@example.net,911290148706,GRRIS8277H,"30/68, Konda Path, Medininagar-283215",QLBNGB5Y,Portability,,,,"Doctor, hospital",Kerala,1,Offline,0.0,Nigam Ltd,,,,,NSTP,40835.66,CKYC-4801195339,2024-11-23,RM-10,Vasudha Memon,2024,11,super.admin@sentra.com
POL-299883,PROP-99056135,AGT-8649,New Business,Retail,Group,2025-02-27,2026-02-27,1.0,2025,2,Banca,2025-02-27,Health Secure,PKG-3,MAX-4,28407.53,893.36,2025-02-13,Comprehensive,0.0,CANCELLED,300000,2,2,Non-Payment,2025-03-29,2025-02-27,48,Online,Local,Karnataka Bank,RCPT-228026,Cleared,967894.0,TXN-2097088483,Approved,RM-60,BR-8,Y,,LATO5451052650167,,N,2025-02-27,2025-02-13,2025-02-27,,,Direct,28407.53,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-580,Chad PLC,Health Secure,North,CUST-539302,Individual,Annual,Gold,BR-33,ARM-4,2024-06-27,Agency,Direct,Dasgupta-Sura,BP-662,Agent,Nachiket Krishna,Nandyal,RM-39,Kavya Mistry,Standard,1,4,Priya Gopal,Issued,Moradabad Branch,East Zone,Bahraich Office,North,Digital,2025-11-24 10:29:49.535067,24,Advisor,Kolhapur,605313,33520.89,5113.360000000001,0.0,0.0,0.0,Y,PAY-37342,Male,1947-06-08,vsama@example.com,912374167872,IHGYB5686I,"03/05, Anand Marg, Nangloi Jat-471639",XQFHGBRH,,,,,General practice doctor,Tamil Nadu,1,Online,0.0,,,,,,STP,28407.53,CKYC-9652313518,2025-02-13,RM-28,Rushil Som,2025,2,super.admin@sentra.com
POL-13833135,PROP-94106082,AGT-4925,Renewal,Retail,Group,2025-08-08,2026-08-08,1.0,2025,8,Broker,2025-08-08,Super Topup,PKG-3,MAX-2,7365.04,2944.85,2025-07-25,Comprehensive,7365.04,ACTIVE,300000,4,8,,,2025-08-08,74,Cheque,Local,Yes Bank,RCPT-640785,Cleared,189989.0,TXN-638773733,Approved,RM-1,BR-21,Y,,DEMB4326093106684,,Y,2025-08-08,2025-07-25,2025-08-08,,,Direct,7365.04,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-148,"Kashyap, Kapadia and Nayar",Group Activ,West,CUST-446772,Individual,Annual,Gold,BR-43,ARM-2,2022-10-24,Agency,Direct,"Sane, Behl and Modi",BP-703,Agent,Amruta Patla,Etawah,RM-27,Yatin Nagarajan,Standard,1,2,Qabil Baria,Issued,Faridabad Branch,North Zone,Rajpur Sonarpur Office,East,Digital,2025-11-24 10:29:49.535991,24,Advisor,Chittoor,916247,8690.75,1325.71,0.0,0.0,0.0,Y,PAY-47655,Male,1965-12-15,chatterjeeagastya@example.net,2555989534,GIOVM3961H,"711, Oza Circle, Bhalswa Jahangir Pur 820236",YRLLGB2H1E4,,,,,Personnel officer,Mizoram,1,Online,0.0,,,POL-OLD-493,2025-08-07,,STP,7365.04,CKYC-93951990,2025-07-25,RM-39,Kai Mann,2025,8,super.admin@sentra.com
POL-75990691,PROP-8159550,AGT-2259,New Business,Retail,Individual,2024-12-09,2025-12-09,1.0,2024,12,Agency,2024-12-09,Super Topup,PKG-1,MAX-3,42825.08,616.87,2024-12-08,Comprehensive,0.0,ACTIVE,500000,4,12,,,2024-12-09,65,Cheque,Local,Axis Bank,RCPT-776696,Cleared,854100.0,TXN-6002190272,Approved,RM-40,BR-30,N,,VRQC2786866943202,,Y,2024-12-09,2024-12-08,2024-12-09,,,Direct,42825.08,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-792,"Kamdar, Andra and Varghese",Super Topup,West,CUST-477564,Individual,Annual,Gold,BR-72,ARM-2,2022-11-29,Agency,Direct,"Vohra, Lad and Mitter",BP-352,Agent,Chaman Loyal,Tirunelveli,RM-19,Chakradev Walla,Standard,1,1,Bishakha Baral,Issued,Alwar Branch,South Zone,Gopalpur Office,East,Digital,2025-11-24 10:29:49.536898,24,Advisor,Kulti,810595,50533.59,7708.509999999995,0.0,0.0,0.0,Y,PAY-42540,Female,1950-02-21,kiaan69@example.com,53424089,JNCOU1649R,"736, Divan Path, Tiruchirappalli-272239",XFUJGBBTKLZ,,,,,Translator,Gujarat,1,Offline,0.0,,,,,,NSTP,42825.08,CKYC-298303177,2024-12-08,RM-40,Pooja Korpal,2024,12,super.admin@sentra.com
POL-86586373,PROP-54023212,AGT-1196,Portability,Retail,Individual,2025-05-08,2026-05-08,1.0,2025,5,Banca,2025-05-08,Group Activ,PKG-4,MAX-4,44846.29,3404.59,2025-04-27,Comprehensive,0.0,ACTIVE,1000000,3,5,,,2025-05-08,33,Cheque,Local,Indian Overseas Bank,RCPT-759490,Cleared,552367.0,TXN-9179596212,Approved,RM-48,BR-6,N,,YZAT1660100231429,,Y,2025-05-08,2025-04-27,2025-05-08,,,Direct,44846.29,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-525,Andra Inc,Group Activ,East,CUST-568716,Individual,Annual,Gold,BR-54,ARM-1,2023-11-03,Agency,Direct,Chada-Jain,BP-139,Agent,Varsha Sawhney,Aizawl,RM-3,Varenya Dubey,Standard,1,5,Daksh Loke,Issued,Jaipur Branch,South Zone,Kota Office,South,Digital,2025-11-24 10:29:49.537820,24,Advisor,Kota,203036,52918.62,8072.330000000002,0.0,0.0,0.0,Y,PAY-50512,Male,1954-03-08,upkaar61@example.com,911314519515,LBHVM1092L,"49/451, Tata Road, Bilaspur-022526",XZZPGBEH1RJ,Portability,,,,Chemical engineer,Karnataka,1,Online,0.0,Gopal Group,,,,,STP,44846.29,CKYC-5809410371,2025-04-27,RM-2,Panini Srivastava,2025,5,super.admin@sentra.com
POL-55558669,PROP-80764593,AGT-4864,Portability,Retail,Individual,2025-08-03,2026-08-03,1.0,2025,8,Broker,2025-08-03,Health Secure,PKG-3,MAX-3,12059.46,761.38,2025-08-02,Base,0.0,ACTIVE,500000,3,8,,,2025-08-03,75,DD,Outstation,IDBI Bank,RCPT-144935,Cleared,,TXN-5351134654,Approved,RM-78,BR-26,N,,NRPR8788361968931,,Y,2025-08-03,2025-08-02,2025-08-03,,,Direct,12059.46,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-359,Pathak Inc,Health Secure,East,CUST-213154,Individual,Annual,Gold,BR-37,ARM-2,2024-11-14,Agency,Direct,Patil PLC,BP-707,Agent,Kiaan Choudhary,Karnal,RM-33,Liam Menon,Standard,1,5,Maanas Sama,Issued,Bhagalpur Branch,East Zone,Pimpri-Chinchwad Office,West,Digital,2025-11-24 10:29:49.538794,24,Advisor,Kochi,606501,14230.16,2170.7000000000007,0.0,0.0,0.0,Y,PAY-86867,Male,1981-07-15,bdugar@example.org,2131096227,AUVCY2847P,"H.No. 200, Ghose, Hyderabad 678498",WHNFGBRF7YI,Portability,,,,"Engineer, mining",Madhya Pradesh,1,Online,0.0,"Bhalla, Kanda and Ramanathan",,,,,STP,12059.46,CKYC-3615129784,2025-08-02,RM-39,Vansha Munshi,2025,8,super.admin@sentra.com
POL-54371584,PROP-51065827,AGT-4461,Renewal,Retail,Floater,2025-07-19,2026-07-19,1.0,2025,7,Digital,2025-07-19,Senior Care,PKG-5,MAX-5,42144.27,4934.9,2025-07-10,Comprehensive,42144.27,ACTIVE,500000,4,7,,,2025-07-19,41,DD,Local,UCO Bank,RCPT-57327,Cleared,842362.0,TXN-1822019158,Approved,RM-88,BR-34,Y,,IDDC5950342811390,,N,2025-07-19,2025-07-10,2025-07-19,,,Direct,42144.27,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-297,Guha-Jaggi,Health Secure,North,CUST-669399,Individual,Annual,Gold,BR-24,ARM-4,2024-08-11,Agency,Direct,Luthra Inc,BP-868,Agent,Veda Bath,Satna,RM-39,Dayamai Anand,Standard,1,1,Barkha Rao,Issued,Satna Branch,West Zone,Raurkela Industrial Township Office,North,Digital,2025-11-24 10:29:49.539762,24,Advisor,Jalandhar,681820,49730.24,7585.970000000001,0.0,0.0,0.0,Y,PAY-76962,Female,1995-01-18,sbarad@example.org,917113322889,VSXNB8572C,"991, Tank Street, Kanpur-481717",FJFCGBRXWFE,,,,,Editorial assistant,Tamil Nadu,1,Offline,0.0,,,POL-OLD-813,2025-07-18,,NSTP,42144.27,CKYC-7610426538,2025-07-10,RM-29,Urvashi Kunda,2025,7,super.admin@sentra.com
POL-59330327,PROP-87280725,AGT-5558,New Business,Retail,Floater,2025-08-29,2026-08-29,1.0,2025,8,Banca,2025-08-29,Super Topup,PKG-5,MAX-4,11213.1,430.64,2025-08-16,Comprehensive,0.0,CANCELLED,1000000,1,8,Non-Payment,2025-09-28,2025-08-29,69,CC,Outstation,Punjab and Sind Bank,RCPT-985482,Cleared,,TXN-6737658873,Approved,RM-17,BR-47,N,,BLJM6927589551687,,N,2025-08-29,2025-08-16,2025-08-29,,,Direct,11213.1,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-102,Basak-Bhandari,Senior Care,North,CUST-777039,Individual,Annual,Gold,BR-56,ARM-4,2024-01-22,Agency,Direct,"Anand, Dubey and Cheema",BP-252,Agent,Keya Dutt,Srinagar,RM-50,Lipika Shere,Standard,1,2,Ikshita Shukla,Issued,Deoghar Branch,South Zone,Moradabad Office,South,Digital,2025-11-24 10:29:49.540672,24,Advisor,Bokaro,663651,13231.46,2018.3599999999988,0.0,0.0,0.0,Y,PAY-41587,Male,1966-06-21,skala@example.net,1470827235,DZXYB9096E,"064, Goda Road, Ajmer-461476",VIFBGBF1,,,,,"Lighting technician, broadcasting/film/video",Tripura,1,Offline,0.0,,,,,,NSTP,11213.1,CKYC-1275197185,2025-08-16,RM-16,Ikshita Saini,2025,8,super.admin@sentra.com
POL-71874437,PROP-92453263,AGT-7140,Renewal,Retail,Individual,2025-05-18,2026-05-18,1.0,2025,5,Agency,2025-05-18,Super Topup,PKG-5,MAX-2,39371.24,1410.07,2025-05-07,Comprehensive,39371.24,ACTIVE,1000000,3,5,,,2025-05-18,44,Online,Local,UCO Bank,RCPT-730532,Cleared,458001.0,TXN-8632590108,Approved,RM-86,BR-10,N,,ZTGC9925502727516,,N,2025-05-18,2025-05-07,2025-05-18,,,Direct,39371.24,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-511,Verma-Aggarwal,Senior Care,North,CUST-472445,Individual,Annual,Gold,BR-19,ARM-3,2024-09-01,Agency,Direct,Sengupta Ltd,BP-290,Agent,Balhaar Kamdar,Bidar,RM-44,Krishna Kalita,Standard,1,3,Shaurya Halder,Issued,Uluberia Branch,West Zone,Pune Office,West,Digital,2025-11-24 10:29:49.541580,24,Advisor,Aizawl,776655,46458.06,7086.82,0.0,0.0,0.0,Y,PAY-71102,Male,1971-09-22,ishaan27@example.com,2892866464,FPBNA9111G,"78/904, Kakar Marg, Malda-137157",UWZXGBZAXO6,,,,,Herpetologist,Himachal Pradesh,1,Offline,0.0,,,POL-OLD-294,2025-05-17,,STP,39371.24,CKYC-5430982163,2025-05-07,RM-16,Wyatt Agrawal,2025,5,super.admin@sentra.com
POL-55640853,PROP-4385512,AGT-1093,Portability,Retail,Individual,2025-10-18,2026-10-18,1.0,2025,10,Broker,2025-10-18,Health Secure,PKG-5,MAX-2,34419.38,89.18,2025-10-05,Comprehensive,0.0,ACTIVE,1000000,3,10,,,2025-10-18,62,DD,Local,Bank of Baroda,RCPT-27521,Cleared,,TXN-6871714360,Approved,RM-9,BR-43,Y,,KFSN3863960962626,,Y,2025-10-18,2025-10-05,2025-10-18,,,Direct,34419.38,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-708,Varughese-Dutt,Senior Care,North,CUST-458648,Individual,Annual,Gold,BR-51,ARM-5,2021-10-26,Agency,Direct,"Date, Thaman and Dani",BP-985,Agent,Abha Dutt,Kurnool,RM-26,Girik Bal,Standard,1,5,Advay Dua,Issued,Tadipatri Branch,South Zone,Aurangabad Office,South,Digital,2025-11-24 10:29:49.542554,24,Advisor,Nagpur,752334,40614.87,6195.490000000005,0.0,0.0,0.0,Y,PAY-25405,Male,1978-08-17,kritikalad@example.net,914120911791,LFEFX1244N,"06, Sur Zila, Bhagalpur-657224",FVSUGBCH,Portability,,,,Lobbyist,Kerala,1,Offline,0.0,Ahluwalia-Dutt,,,,,NSTP,34419.38,CKYC-522240599,2025-10-05,RM-24,Arin Vasa,2025,10,super.admin@sentra.com
POL-20447536,PROP-29032170,AGT-3648,Renewal,Retail,Floater,2025-05-29,2026-05-29,1.0,2025,5,Banca,2025-05-29,Super Topup,PKG-2,MAX-3,25929.67,1131.81,2025-05-24,Base,25929.67,ACTIVE,500000,4,5,,,2025-05-29,62,Online,Outstation,IndusInd Bank,RCPT-120364,Cleared,942221.0,TXN-931826598,Approved,RM-46,BR-43,N,,KEHC2447315847768,,Y,2025-05-29,2025-05-24,2025-05-29,,,Direct,25929.67,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-170,Hans-Krishna,Health Secure,South,CUST-181361,Individual,Annual,Gold,BR-21,ARM-3,2021-09-08,Agency,Direct,"Mand, Ramaswamy and Chauhan",BP-862,Agent,Noah Jha,Bhiwani,RM-20,Pallavi Magar,Standard,1,3,Hritik Rajagopal,Issued,Kollam Branch,North Zone,Dindigul Office,East,Digital,2025-11-24 10:29:49.543463,24,Advisor,Hospet,84964,30597.01,4667.34,0.0,0.0,0.0,Y,PAY-79152,Male,1996-12-23,mitali01@example.org,6253135525,TVNDK1050Y,"16/49, Vyas Ganj, Kota 919665",GGBZGB55CR0,,,,,Communications engineer,Bihar,1,Offline,0.0,,,POL-OLD-989,2025-05-28,,NSTP,25929.67,CKYC-1944697243,2025-05-24,RM-23,Leela Khalsa,2025,5,super.admin@sentra.com
POL-38257007,PROP-2393947,AGT-8944,New Business,Retail,Floater,2025-06-21,2026-06-21,1.0,2025,6,Digital,2025-06-21,Super Topup,PKG-3,MAX-2,18448.96,3175.89,2025-06-08,Comprehensive,0.0,ACTIVE,500000,4,6,,,2025-06-21,47,CC,Local,Bank of Baroda,RCPT-955927,Cleared,,TXN-6278262300,Approved,RM-47,BR-6,N,,EMBR8050171644556,,N,2025-06-21,2025-06-08,2025-06-21,,,Direct,18448.96,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-918,Munshi Group,Group Activ,East,CUST-642064,Individual,Annual,Gold,BR-58,ARM-1,2021-01-30,Agency,Direct,Sha-Tak,BP-873,Agent,Kashvi Chauhan,Rajahmundry,RM-19,Advaith Dewan,Standard,1,4,Ekantika Sarin,Issued,Tirunelveli Branch,West Zone,Jhansi Office,East,Digital,2025-11-24 10:29:49.544340,24,Advisor,Siwan,40104,21769.77,3320.8100000000013,0.0,0.0,0.0,Y,PAY-9835,Male,1961-07-06,smadan@example.org,919712529671,EQFRU8839X,"H.No. 441, Kibe Path, Solapur-703037",GPDKGBN76UT,,,,,Professor Emeritus,Rajasthan,1,Online,0.0,,,,,,STP,18448.96,CKYC-2166860023,2025-06-08,RM-20,Theodore Patla,2025,6,super.admin@sentra.com
POL-60724380,PROP-83279154,AGT-2635,Renewal,Retail,Floater,2025-04-13,2026-04-13,1.0,2025,4,Broker,2025-04-13,Super Topup,PKG-1,MAX-1,42073.43,2564.41,2025-04-08,Base,42073.43,ACTIVE,1000000,4,4,,,2025-04-13,21,DD,Outstation,Yes Bank,RCPT-212882,Cleared,,TXN-7645132254,Approved,RM-82,BR-12,Y,,GCIN2491271130724,,N,2025-04-13,2025-04-08,2025-04-13,,,Direct,42073.43,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-882,Soni Ltd,Health Secure,South,CUST-556673,Individual,Annual,Gold,BR-10,ARM-3,2022-09-15,Agency,Direct,Dani-Chad,BP-126,Agent,Raagini Kala,Sikar,RM-25,Yashoda Nath,Standard,1,5,Ridhi Mahajan,Issued,Navi Mumbai Branch,South Zone,Eluru Office,South,Digital,2025-11-24 10:29:49.545246,24,Advisor,Jammu,362948,49646.65,7573.220000000001,0.0,0.0,0.0,Y,PAY-79619,Male,1975-12-30,rchopra@example.org,3131009431,NSTZZ8143Z,"47/323, Mani Path, Delhi 289743",KVCFGBLV,,,,,"Programmer, applications",Chhattisgarh,1,Online,0.0,,,POL-OLD-184,2025-04-12,,STP,42073.43,CKYC-4132802357,2025-04-08,RM-9,Priya Natt,2025,4,super.admin@sentra.com
